Fault_Type,Fault_Location,Severity_Level,Module_Age_Years,Rectification_Action,Previous_Rectification_Action,Irradiance,Weather_Condition,Timestamp,String_Num,Panel_Num,Repair_Cost,Downtime_Hours,Energy_Loss_Cost,Total_Cost
Open Circuit,String-9_Panel-7,Low,4,Tighten Connection,Replace Panel Section,428,Sunny,2023-06-13 15:00:00,9,7,36.68,0.44,0.023,36.703
Open Circuit,String-5_Panel-9,High,12,Replace Wiring,Clean Panel,916,Sunny,2023-06-13 16:00:00,5,9,157.63,2.31,0.121,157.751
Hotspot,String-10_Panel-6,Medium,6,Inspect Cells,Replace Panel Section,424,Cloudy,2023-06-13 16:00:00,10,6,78.13,1.06,0.055,78.185
Hotspot,String-8_Panel-11,High,9,Replace Module,Replace Panel Section,743,Rainy,2023-06-13 18:00:00,8,11,530.0,6.2,0.318,530.318
Hotspot,String-1_Panel-17,Critical,6,Replace Module,Replace Module,283,Cloudy,2023-06-13 18:00:00,1,17,524.08,5.87,0.384,524.464
Hotspot,String-2_Panel-1,High,3,Replace Panel Section,Tighten Connection,817,Sunny,2023-06-13 18:00:00,2,1,377.05,4.09,0.245,377.295
Short Circuit,String-2_Panel-1,High,13,Replace Module,Replace Wiring,833,Cloudy,2023-06-13 19:00:00,2,1,530.64,5.53,0.356,530.996
Open Circuit,String-10_Panel-16,Medium,3,Replace Connector,Replace Panel Section,791,Cloudy,2023-06-13 22:00:00,10,16,93.18,0.95,0.062,93.242
Short Circuit,String-6_Panel-12,Medium,10,Replace Fuse,Replace Module,948,Cloudy,2023-06-13 22:00:00,6,12,60.09,0.44,0.02,60.11000000000001
Short Circuit,String-6_Panel-18,High,3,Replace Wiring,Replace Wiring,534,Rainy,2023-06-13 23:00:00,6,18,152.84,2.23,0.124,152.964
Hotspot,String-6_Panel-8,Low,3,Clean Panel,Clean Panel,351,Cloudy,2023-06-13 23:00:00,6,8,29.74,0.28,0.018,29.758
Open Circuit,String-7_Panel-2,Critical,14,Replace Module,Replace Module,494,Rainy,2023-06-13 23:00:00,7,2,535.11,6.35,0.405,535.515
Shadowing,String-10_Panel-1,Low,3,Remove Obstruction,Clean Panel,354,Cloudy,2023-06-14 00:00:00,10,1,49.64,0.56,0.036,49.676
Hotspot,String-6_Panel-19,Critical,8,Replace Panel Section,Replace Module,752,Sunny,2023-06-14 00:00:00,6,19,383.47,4.37,0.229,383.699
Short Circuit,String-5_Panel-18,Critical,13,Replace Module,Replace Module,315,Sunny,2023-06-14 00:00:00,5,18,527.71,6.56,0.418,528.128
Open Circuit,String-7_Panel-9,Critical,7,Replace Module,Clean Panel,470,Sunny,2023-06-14 01:00:00,7,9,457.8,5.25,0.274,458.074
Short Circuit,String-5_Panel-13,Critical,3,Replace Module,Replace Module,595,Cloudy,2023-06-14 02:00:00,5,13,447.01,4.96,0.214,447.224
Shadowing,String-10_Panel-15,High,6,Adjust Tilt,Replace Connector,772,Cloudy,2023-06-14 02:00:00,10,15,117.86,1.83,0.095,117.955
Hotspot,String-2_Panel-2,Medium,14,Inspect Cells,Replace Fuse,553,Cloudy,2023-06-14 02:00:00,2,2,75.0,1.06,0.062,75.062
Hotspot,String-7_Panel-2,Medium,13,Inspect Cells,Inspect Cells,483,Sunny,2023-06-14 06:00:00,7,2,81.36,1.04,0.066,81.426
Hotspot,String-3_Panel-17,High,2,Replace Module,Replace Panel Section,645,Cloudy,2023-06-14 12:00:00,3,17,490.69,4.57,0.264,490.954
Short Circuit,String-4_Panel-20,High,14,Replace Module,Replace Wiring,917,Sunny,2023-06-14 13:00:00,4,20,523.29,5.63,0.333,523.6229999999999
Shadowing,String-1_Panel-13,High,10,Adjust Tilt,Adjust Tilt,672,Rainy,2023-06-14 14:00:00,1,13,120.12,2.12,0.134,120.254
Hotspot,String-2_Panel-12,High,8,Replace Panel Section,Reinstall Module,973,Cloudy,2023-06-14 14:00:00,2,12,361.93,4.34,0.274,362.204
Shadowing,String-10_Panel-8,Medium,4,Remove Obstruction,Replace Panel Section,784,Cloudy,2023-06-14 16:00:00,10,8,52.95,0.5,0.026,52.976000000000006
Open Circuit,String-2_Panel-11,Critical,13,Replace Module,Inspect Junction Box,990,Rainy,2023-06-14 16:00:00,2,11,573.93,5.35,0.225,574.155
Short Circuit,String-2_Panel-6,Medium,4,Replace Fuse,Replace Module,659,Rainy,2023-06-14 17:00:00,2,6,65.71,0.52,0.023,65.73299999999999
Hotspot,String-3_Panel-8,Critical,11,Replace Module,Remove Obstruction,560,Rainy,2023-06-14 17:00:00,3,8,449.02,4.37,0.261,449.281
Open Circuit,String-9_Panel-1,Medium,9,Inspect Junction Box,Replace Connector,664,Sunny,2023-06-14 17:00:00,9,1,71.73,0.93,0.06,71.79
Shadowing,String-6_Panel-15,High,11,Reinstall Module,Reinstall Module,666,Rainy,2023-06-14 20:00:00,6,15,184.84,2.88,0.186,185.026
Short Circuit,String-10_Panel-14,High,11,Replace Module,Replace Wiring,796,Cloudy,2023-06-14 21:00:00,10,14,461.21,4.48,0.2,461.40999999999997
Shadowing,String-6_Panel-17,Medium,1,Remove Obstruction,Inspect Cells,817,Cloudy,2023-06-14 23:00:00,6,17,54.09,0.44,0.026,54.11600000000001
Hotspot,String-4_Panel-7,High,4,Replace Module,Replace Panel Section,786,Sunny,2023-06-14 23:00:00,4,7,559.8,6.01,0.259,560.059
Hotspot,String-1_Panel-12,High,5,Replace Module,Replace Connector,956,Cloudy,2023-06-15 00:00:00,1,12,525.53,5.7,0.335,525.865
Shadowing,String-10_Panel-5,Medium,4,Remove Obstruction,Remove Obstruction,953,Sunny,2023-06-15 00:00:00,10,5,57.51,0.59,0.028,57.538
Hotspot,String-7_Panel-19,High,12,Replace Module,Replace Panel Section,389,Rainy,2023-06-15 01:00:00,7,19,501.82,6.0,0.277,502.097
Shadowing,String-5_Panel-13,Critical,8,Replace Module,Reinstall Module,325,Sunny,2023-06-15 02:00:00,5,13,448.14,4.74,0.279,448.419
Hotspot,String-1_Panel-19,Low,2,Inspect Cells,Clean Panel,991,Rainy,2023-06-15 03:00:00,1,19,81.2,0.82,0.049,81.24900000000001
Open Circuit,String-7_Panel-3,High,9,Replace Wiring,Replace Module,251,Cloudy,2023-06-15 06:00:00,7,3,154.69,1.8,0.079,154.769
Short Circuit,String-1_Panel-19,Medium,6,Replace Fuse,Replace Fuse,954,Cloudy,2023-06-15 08:00:00,1,19,55.3,0.4,0.019,55.318999999999996
Hotspot,String-10_Panel-13,Critical,10,Replace Module,Remove Obstruction,812,Cloudy,2023-06-15 09:00:00,10,13,536.56,5.76,0.321,536.881
Shadowing,String-8_Panel-2,Low,2,Remove Obstruction,Clean Panel,685,Rainy,2023-06-15 10:00:00,8,2,55.86,0.54,0.03,55.89
Shadowing,String-5_Panel-14,High,6,Adjust Tilt,Replace Module,631,Cloudy,2023-06-15 12:00:00,5,14,114.4,2.01,0.122,114.522
Short Circuit,String-5_Panel-1,Medium,6,Replace Fuse,Inspect Junction Box,352,Cloudy,2023-06-15 12:00:00,5,1,57.36,0.49,0.023,57.383
Shadowing,String-2_Panel-16,Medium,13,Adjust Tilt,Replace Wiring,319,Cloudy,2023-06-15 15:00:00,2,16,123.83,1.68,0.084,123.914
Hotspot,String-3_Panel-19,High,7,Replace Module,Replace Panel Section,348,Rainy,2023-06-15 15:00:00,3,19,532.93,5.85,0.25,533.18
Open Circuit,String-4_Panel-9,High,5,Replace Wiring,Replace Wiring,641,Sunny,2023-06-15 16:00:00,4,9,145.62,1.84,0.097,145.717
Open Circuit,String-10_Panel-5,Low,3,Tighten Connection,Tighten Connection,749,Rainy,2023-06-15 17:00:00,10,5,41.88,0.47,0.025,41.905
Short Circuit,String-4_Panel-14,Low,11,Inspect Junction Box,Inspect Cells,264,Sunny,2023-06-15 17:00:00,4,14,68.98,0.93,0.058,69.03800000000001
Shadowing,String-2_Panel-13,High,10,Remove Obstruction,Adjust Tilt,401,Rainy,2023-06-15 19:00:00,2,13,51.27,0.5,0.029,51.29900000000001
Short Circuit,String-9_Panel-9,Low,12,Inspect Junction Box,Inspect Junction Box,218,Cloudy,2023-06-15 20:00:00,9,9,74.14,0.93,0.046,74.186
Open Circuit,String-9_Panel-13,Critical,12,Replace Module,Inspect Cells,469,Sunny,2023-06-15 20:00:00,9,13,552.14,6.28,0.37,552.51
Shadowing,String-6_Panel-12,Low,4,Clean Panel,Tighten Connection,427,Sunny,2023-06-15 21:00:00,6,12,29.62,0.3,0.015,29.635
Hotspot,String-7_Panel-20,Low,3,Clean Panel,Clean Panel,408,Sunny,2023-06-15 23:00:00,7,20,30.38,0.23,0.011,30.391
Hotspot,String-6_Panel-15,Low,10,Clean Panel,Adjust Tilt,394,Sunny,2023-06-15 23:00:00,6,15,27.66,0.31,0.014,27.674
Short Circuit,String-10_Panel-9,Low,12,Replace Fuse,Inspect Junction Box,353,Rainy,2023-06-15 23:00:00,10,9,55.95,0.38,0.024,55.974000000000004
Short Circuit,String-9_Panel-20,Medium,4,Replace Fuse,Replace Connector,535,Cloudy,2023-06-16 00:00:00,9,20,69.4,0.49,0.029,69.429
Open Circuit,String-1_Panel-19,Critical,3,Replace Module,Adjust Tilt,264,Cloudy,2023-06-16 01:00:00,1,19,554.91,6.02,0.386,555.2959999999999
Short Circuit,String-8_Panel-9,Medium,6,Replace Fuse,Replace Fuse,343,Sunny,2023-06-16 03:00:00,8,9,64.45,0.53,0.03,64.48
Short Circuit,String-7_Panel-3,Low,1,Replace Fuse,Replace Panel Section,536,Sunny,2023-06-16 04:00:00,7,3,59.33,0.48,0.027,59.357
Shadowing,String-6_Panel-12,Medium,10,Remove Obstruction,Remove Obstruction,661,Rainy,2023-06-16 04:00:00,6,12,48.65,0.57,0.033,48.683
Short Circuit,String-8_Panel-1,Medium,8,Replace Fuse,Replace Fuse,727,Cloudy,2023-06-16 04:00:00,8,1,66.88,0.53,0.025,66.905
Hotspot,String-3_Panel-3,Critical,6,Replace Module,Tighten Connection,550,Rainy,2023-06-16 07:00:00,3,3,541.17,5.53,0.316,541.486
Hotspot,String-5_Panel-11,High,12,Replace Panel Section,Inspect Cells,483,Cloudy,2023-06-16 08:00:00,5,11,307.54,3.94,0.186,307.726
Short Circuit,String-1_Panel-6,Medium,5,Replace Wiring,Replace Module,686,Rainy,2023-06-16 09:00:00,1,6,156.22,1.73,0.077,156.297
Short Circuit,String-6_Panel-17,Medium,13,Replace Fuse,Replace Fuse,657,Cloudy,2023-06-16 09:00:00,6,17,61.3,0.52,0.033,61.333
Open Circuit,String-7_Panel-18,Low,13,Tighten Connection,Tighten Connection,914,Sunny,2023-06-16 09:00:00,7,18,45.09,0.55,0.036,45.126000000000005
Short Circuit,String-2_Panel-1,Medium,5,Replace Fuse,Clean Panel,707,Sunny,2023-06-16 09:00:00,2,1,56.53,0.49,0.03,56.56
Open Circuit,String-4_Panel-6,Critical,12,Reinstall Module,Replace Module,971,Rainy,2023-06-16 09:00:00,4,6,220.1,3.35,0.212,220.31199999999998
Shadowing,String-3_Panel-3,Medium,10,Remove Obstruction,Remove Obstruction,702,Cloudy,2023-06-16 10:00:00,3,3,52.71,0.55,0.03,52.74
Short Circuit,String-5_Panel-4,Low,3,Inspect Junction Box,Replace Module,805,Sunny,2023-06-16 10:00:00,5,4,72.25,1.07,0.046,72.296
Shadowing,String-6_Panel-6,High,12,Remove Obstruction,Replace Fuse,258,Sunny,2023-06-16 10:00:00,6,6,46.88,0.46,0.024,46.904
Shadowing,String-2_Panel-5,Critical,3,Reinstall Module,Reinstall Module,490,Sunny,2023-06-16 12:00:00,2,5,188.69,2.47,0.144,188.834
Shadowing,String-9_Panel-7,Medium,13,Remove Obstruction,Inspect Junction Box,229,Sunny,2023-06-16 12:00:00,9,7,51.39,0.42,0.019,51.409
Hotspot,String-3_Panel-16,Low,6,Inspect Cells,Inspect Junction Box,805,Rainy,2023-06-16 14:00:00,3,16,83.75,1.02,0.066,83.816
Short Circuit,String-6_Panel-17,Critical,8,Replace Module,Replace Module,892,Cloudy,2023-06-16 18:00:00,6,17,463.67,6.37,0.379,464.04900000000004
Short Circuit,String-6_Panel-9,Critical,3,Replace Module,Replace Module,921,Rainy,2023-06-16 18:00:00,6,9,510.32,5.77,0.262,510.582
Hotspot,String-8_Panel-16,Medium,5,Inspect Cells,Inspect Cells,288,Cloudy,2023-06-16 19:00:00,8,16,86.72,1.19,0.078,86.798
Shadowing,String-7_Panel-15,Critical,6,Reinstall Module,Adjust Tilt,932,Rainy,2023-06-16 19:00:00,7,15,214.03,2.1,0.1,214.13
Short Circuit,String-4_Panel-8,High,13,Replace Module,Replace Connector,531,Cloudy,2023-06-16 21:00:00,4,8,435.02,7.75,0.446,435.466
Hotspot,String-3_Panel-3,Critical,13,Replace Module,Replace Module,240,Rainy,2023-06-16 22:00:00,3,3,573.68,6.78,0.33,574.01
Short Circuit,String-1_Panel-3,Medium,12,Replace Fuse,Inspect Junction Box,329,Rainy,2023-06-16 22:00:00,1,3,58.27,0.45,0.024,58.294000000000004
Open Circuit,String-10_Panel-8,Medium,12,Replace Connector,Replace Connector,583,Sunny,2023-06-16 23:00:00,10,8,86.95,0.9,0.045,86.995
Hotspot,String-2_Panel-4,Low,8,Inspect Cells,Replace Fuse,806,Sunny,2023-06-16 23:00:00,2,4,78.9,0.96,0.055,78.95500000000001
Hotspot,String-2_Panel-9,Medium,9,Inspect Cells,Inspect Cells,355,Cloudy,2023-06-17 00:00:00,2,9,80.63,0.94,0.062,80.692
Shadowing,String-9_Panel-1,Critical,7,Reinstall Module,Replace Wiring,753,Sunny,2023-06-17 00:00:00,9,1,196.73,2.87,0.13,196.85999999999999
Short Circuit,String-10_Panel-8,Medium,9,Replace Fuse,Replace Fuse,738,Sunny,2023-06-17 01:00:00,10,8,62.18,0.44,0.021,62.201
Shadowing,String-7_Panel-15,High,6,Adjust Tilt,Inspect Junction Box,639,Rainy,2023-06-17 02:00:00,7,15,122.46,1.57,0.093,122.553
Shadowing,String-6_Panel-16,Critical,1,Reinstall Module,Inspect Junction Box,776,Sunny,2023-06-17 04:00:00,6,16,223.37,2.71,0.174,223.544
Hotspot,String-5_Panel-3,High,14,Replace Panel Section,Replace Panel Section,383,Rainy,2023-06-17 05:00:00,5,3,325.84,3.32,0.158,325.998
Short Circuit,String-4_Panel-8,Medium,6,Replace Fuse,Replace Fuse,586,Cloudy,2023-06-17 05:00:00,4,8,57.75,0.6,0.039,57.789
Shadowing,String-10_Panel-13,Medium,4,Remove Obstruction,Remove Obstruction,392,Sunny,2023-06-17 05:00:00,10,13,49.55,0.58,0.029,49.579
Short Circuit,String-7_Panel-12,Low,6,Inspect Junction Box,Replace Fuse,943,Cloudy,2023-06-17 06:00:00,7,12,71.52,1.13,0.049,71.569
Short Circuit,String-8_Panel-8,Low,13,Replace Fuse,Replace Connector,705,Rainy,2023-06-17 06:00:00,8,8,53.94,0.41,0.021,53.961
Shadowing,String-8_Panel-12,Low,3,Clean Panel,Clean Panel,572,Sunny,2023-06-17 06:00:00,8,12,30.93,0.34,0.018,30.948
Open Circuit,String-7_Panel-4,Low,14,Tighten Connection,Tighten Connection,255,Cloudy,2023-06-17 08:00:00,7,4,35.42,0.36,0.024,35.444
Open Circuit,String-10_Panel-12,Critical,6,Replace Module,Replace Module,565,Rainy,2023-06-17 08:00:00,10,12,541.92,6.1,0.337,542.257
Hotspot,String-7_Panel-3,Critical,13,Replace Module,Replace Module,742,Cloudy,2023-06-17 09:00:00,7,3,460.46,5.43,0.256,460.71599999999995
Short Circuit,String-6_Panel-1,Medium,6,Replace Fuse,Replace Fuse,982,Rainy,2023-06-17 09:00:00,6,1,63.16,0.45,0.028,63.187999999999995
Hotspot,String-9_Panel-11,Low,7,Inspect Cells,Remove Obstruction,945,Rainy,2023-06-17 10:00:00,9,11,81.49,0.96,0.057,81.547
Hotspot,String-1_Panel-17,Medium,12,Inspect Cells,Inspect Cells,324,Sunny,2023-06-17 10:00:00,1,17,83.72,0.86,0.054,83.774
Shadowing,String-10_Panel-2,Low,9,Remove Obstruction,Clean Panel,296,Rainy,2023-06-17 11:00:00,10,2,51.06,0.42,0.024,51.084
Shadowing,String-5_Panel-15,High,8,Remove Obstruction,Tighten Connection,400,Sunny,2023-06-17 11:00:00,5,15,54.84,0.51,0.033,54.873000000000005
Open Circuit,String-1_Panel-20,High,13,Inspect Junction Box,Replace Wiring,327,Rainy,2023-06-17 12:00:00,1,20,67.04,0.8,0.051,67.09100000000001
Shadowing,String-3_Panel-3,High,1,Adjust Tilt,Clean Panel,574,Cloudy,2023-06-17 14:00:00,3,3,122.98,1.78,0.08,123.06
Open Circuit,String-7_Panel-4,Critical,11,Replace Module,Inspect Cells,837,Cloudy,2023-06-17 14:00:00,7,4,552.96,4.71,0.207,553.167
Open Circuit,String-9_Panel-11,High,14,Replace Wiring,Tighten Connection,638,Cloudy,2023-06-17 14:00:00,9,11,138.19,2.38,0.119,138.309
Shadowing,String-2_Panel-17,Low,12,Remove Obstruction,Clean Panel,329,Cloudy,2023-06-17 15:00:00,2,17,56.49,0.5,0.029,56.519000000000005
Open Circuit,String-5_Panel-6,Low,1,Tighten Connection,Replace Connector,873,Sunny,2023-06-17 18:00:00,5,6,36.01,0.52,0.028,36.038
Shadowing,String-5_Panel-7,Critical,13,Replace Module,Replace Wiring,537,Sunny,2023-06-17 18:00:00,5,7,510.24,7.16,0.31,510.55
Short Circuit,String-2_Panel-15,High,9,Replace Wiring,Replace Wiring,687,Sunny,2023-06-17 18:00:00,2,15,165.97,1.62,0.076,166.046
Hotspot,String-1_Panel-3,Medium,3,Inspect Cells,Inspect Cells,503,Cloudy,2023-06-17 19:00:00,1,3,82.46,1.08,0.06,82.52
Hotspot,String-1_Panel-3,Critical,12,Replace Module,Replace Wiring,259,Cloudy,2023-06-17 20:00:00,1,3,499.31,6.59,0.291,499.601
Hotspot,String-4_Panel-16,High,14,Replace Module,Replace Panel Section,597,Sunny,2023-06-17 21:00:00,4,16,490.33,5.5,0.248,490.578
Hotspot,String-4_Panel-12,High,14,Replace Module,Remove Obstruction,986,Rainy,2023-06-17 22:00:00,4,12,515.2,7.0,0.415,515.615
Short Circuit,String-8_Panel-14,Low,6,Inspect Junction Box,Reinstall Module,886,Cloudy,2023-06-18 00:00:00,8,14,69.61,1.07,0.051,69.661
Open Circuit,String-3_Panel-5,Critical,6,Reinstall Module,Replace Module,378,Sunny,2023-06-18 00:00:00,3,5,190.16,3.1,0.195,190.355
Shadowing,String-5_Panel-2,High,8,Remove Obstruction,Adjust Tilt,294,Sunny,2023-06-18 01:00:00,5,2,50.8,0.59,0.035,50.834999999999994
Short Circuit,String-9_Panel-16,High,7,Replace Module,Remove Obstruction,908,Sunny,2023-06-18 03:00:00,9,16,499.69,5.9,0.347,500.037
Open Circuit,String-8_Panel-4,Medium,1,Replace Connector,Replace Connector,645,Cloudy,2023-06-18 04:00:00,8,4,86.77,1.18,0.063,86.833
Short Circuit,String-8_Panel-13,Critical,1,Replace Module,Replace Module,905,Sunny,2023-06-18 04:00:00,8,13,533.15,6.53,0.377,533.5269999999999
Shadowing,String-2_Panel-9,Critical,4,Reinstall Module,Inspect Cells,795,Rainy,2023-06-18 04:00:00,2,9,191.38,2.97,0.139,191.519
Hotspot,String-2_Panel-20,Low,7,Inspect Cells,Inspect Junction Box,578,Rainy,2023-06-18 06:00:00,2,20,81.6,0.87,0.044,81.64399999999999
Shadowing,String-4_Panel-4,Low,7,Clean Panel,Replace Wiring,805,Sunny,2023-06-18 06:00:00,4,4,30.96,0.34,0.016,30.976
Open Circuit,String-6_Panel-19,High,2,Replace Wiring,Replace Wiring,536,Sunny,2023-06-18 09:00:00,6,19,176.16,2.27,0.105,176.265
Open Circuit,String-7_Panel-2,Low,12,Tighten Connection,Tighten Connection,984,Rainy,2023-06-18 09:00:00,7,2,41.5,0.47,0.026,41.526
Short Circuit,String-3_Panel-5,Low,10,Replace Fuse,Replace Fuse,938,Rainy,2023-06-18 10:00:00,3,5,53.22,0.48,0.024,53.244
Open Circuit,String-3_Panel-13,High,1,Replace Wiring,Replace Wiring,221,Rainy,2023-06-18 10:00:00,3,13,149.21,1.74,0.103,149.31300000000002
Open Circuit,String-9_Panel-14,Low,11,Replace Wiring,Adjust Tilt,572,Cloudy,2023-06-18 11:00:00,9,14,175.34,2.08,0.124,175.464
Shadowing,String-10_Panel-4,High,6,Adjust Tilt,Adjust Tilt,967,Sunny,2023-06-18 11:00:00,10,4,124.43,2.53,0.164,124.59400000000001
Shadowing,String-3_Panel-7,Critical,13,Replace Module,Replace Connector,898,Rainy,2023-06-18 14:00:00,3,7,404.06,7.91,0.374,404.434
Open Circuit,String-9_Panel-17,High,2,Replace Wiring,Reinstall Module,507,Cloudy,2023-06-18 14:00:00,9,17,147.53,1.73,0.101,147.631
Short Circuit,String-10_Panel-17,Critical,9,Replace Module,Replace Module,765,Sunny,2023-06-18 14:00:00,10,17,531.83,4.51,0.244,532.0740000000001
Shadowing,String-5_Panel-5,High,9,Adjust Tilt,Replace Wiring,414,Cloudy,2023-06-18 19:00:00,5,5,131.01,1.8,0.102,131.112
Hotspot,String-5_Panel-12,Critical,13,Replace Module,Inspect Cells,369,Rainy,2023-06-18 20:00:00,5,12,514.2,5.76,0.317,514.517
Hotspot,String-4_Panel-3,Medium,13,Inspect Cells,Inspect Cells,639,Sunny,2023-06-18 21:00:00,4,3,76.92,1.06,0.054,76.974
Open Circuit,String-4_Panel-19,Low,14,Tighten Connection,Tighten Connection,857,Rainy,2023-06-18 22:00:00,4,19,36.59,0.44,0.028,36.618
Short Circuit,String-1_Panel-8,Critical,7,Replace Module,Replace Module,570,Cloudy,2023-06-18 22:00:00,1,8,479.86,6.13,0.311,480.171
Shadowing,String-4_Panel-9,Critical,3,Reinstall Module,Inspect Cells,819,Sunny,2023-06-18 23:00:00,4,9,199.04,2.56,0.157,199.197
Shadowing,String-2_Panel-15,Critical,14,Replace Module,Reinstall Module,910,Cloudy,2023-06-19 01:00:00,2,15,512.61,5.89,0.252,512.862
Short Circuit,String-6_Panel-20,Critical,2,Replace Module,Clean Panel,929,Cloudy,2023-06-19 01:00:00,6,20,548.75,6.03,0.33,549.08
Open Circuit,String-7_Panel-9,Low,10,Tighten Connection,Replace Panel Section,802,Cloudy,2023-06-19 02:00:00,7,9,41.03,0.62,0.029,41.059000000000005
Hotspot,String-7_Panel-10,Medium,13,Replace Panel Section,Tighten Connection,956,Sunny,2023-06-19 02:00:00,7,10,341.34,4.06,0.189,341.529
Shadowing,String-9_Panel-15,High,1,Adjust Tilt,Tighten Connection,679,Sunny,2023-06-19 03:00:00,9,15,130.82,2.03,0.12,130.94
Hotspot,String-1_Panel-14,Medium,5,Inspect Cells,Replace Panel Section,753,Rainy,2023-06-19 03:00:00,1,14,83.35,0.88,0.055,83.405
Open Circuit,String-2_Panel-3,Low,9,Tighten Connection,Reinstall Module,919,Cloudy,2023-06-19 03:00:00,2,3,42.19,0.51,0.025,42.214999999999996
Shadowing,String-8_Panel-1,Low,4,Remove Obstruction,Replace Panel Section,301,Cloudy,2023-06-19 04:00:00,8,1,46.16,0.5,0.028,46.187999999999995
Open Circuit,String-9_Panel-16,Low,4,Tighten Connection,Replace Connector,897,Rainy,2023-06-19 05:00:00,9,16,33.18,0.42,0.026,33.206
Shadowing,String-8_Panel-16,Low,11,Clean Panel,Replace Connector,339,Sunny,2023-06-19 06:00:00,8,16,27.86,0.31,0.019,27.878999999999998
Short Circuit,String-5_Panel-3,Critical,10,Replace Module,Replace Module,377,Cloudy,2023-06-19 08:00:00,5,3,514.66,7.01,0.389,515.049
Hotspot,String-1_Panel-3,Medium,2,Inspect Cells,Inspect Cells,931,Cloudy,2023-06-19 08:00:00,1,3,84.08,0.99,0.062,84.142
Short Circuit,String-4_Panel-4,High,8,Replace Wiring,Replace Wiring,855,Cloudy,2023-06-19 10:00:00,4,4,151.27,2.03,0.109,151.37900000000002
Hotspot,String-10_Panel-14,Low,7,Clean Panel,Replace Fuse,475,Rainy,2023-06-19 10:00:00,10,14,27.84,0.34,0.019,27.858999999999998
Shadowing,String-10_Panel-13,High,14,Adjust Tilt,Adjust Tilt,981,Sunny,2023-06-19 10:00:00,10,13,132.89,2.12,0.103,132.993
Open Circuit,String-1_Panel-13,Critical,5,Replace Module,Replace Wiring,393,Cloudy,2023-06-19 11:00:00,1,13,485.39,7.37,0.439,485.829
Hotspot,String-2_Panel-16,Low,11,Clean Panel,Inspect Cells,283,Rainy,2023-06-19 12:00:00,2,16,29.71,0.3,0.017,29.727
Shadowing,String-8_Panel-18,Medium,14,Remove Obstruction,Remove Obstruction,345,Rainy,2023-06-19 12:00:00,8,18,50.54,0.46,0.022,50.562
Shadowing,String-4_Panel-11,Low,10,Remove Obstruction,Clean Panel,555,Rainy,2023-06-19 13:00:00,4,11,57.24,0.49,0.022,57.262
Short Circuit,String-8_Panel-6,High,1,Replace Wiring,Replace Wiring,408,Cloudy,2023-06-19 13:00:00,8,6,133.6,2.03,0.131,133.731
Short Circuit,String-3_Panel-12,Low,7,Inspect Junction Box,Clean Panel,643,Rainy,2023-06-19 14:00:00,3,12,71.38,0.81,0.035,71.41499999999999
Hotspot,String-9_Panel-7,Low,1,Inspect Cells,Replace Module,972,Cloudy,2023-06-19 14:00:00,9,7,77.79,1.01,0.064,77.854
Shadowing,String-2_Panel-14,Medium,2,Remove Obstruction,Replace Module,573,Rainy,2023-06-19 15:00:00,2,14,56.87,0.51,0.032,56.901999999999994
Hotspot,String-6_Panel-6,Medium,8,Inspect Cells,Replace Module,575,Sunny,2023-06-19 15:00:00,6,6,88.81,1.17,0.074,88.884
Open Circuit,String-6_Panel-2,High,9,Replace Wiring,Replace Wiring,901,Sunny,2023-06-19 16:00:00,6,2,154.15,2.29,0.144,154.294
Shadowing,String-2_Panel-12,High,13,Adjust Tilt,Adjust Tilt,907,Sunny,2023-06-19 17:00:00,2,12,125.1,1.92,0.099,125.199
Hotspot,String-7_Panel-11,Low,12,Clean Panel,Inspect Cells,495,Rainy,2023-06-19 17:00:00,7,11,32.73,0.35,0.019,32.748999999999995
